title,price,location,room,bath,size,type,purpose,updated,link
See This Office Space For Rent Located In Karwan Bazar Near To Kawran Bazar 2 No. Super Market Mosjid.,2 Lakh,"Karwan Bazar, Tejgaon, Dhaka",,,"3,000 sqft",Office,For Rent,22 November 2021,https://www.bproperty.com//en/property/details-1931089.html
"At Baridhara - Sohrawardy Avenue , This 1850 Square Ft. Commercial Office For Rent .",65 Thousand,"Baridhara, Dhaka",,,"1,850 sqft",Office,For Rent,21 June 2022,https://www.bproperty.com//en/property/details-4677951.html
"We Give You This 1500 Sq Ft Commercial Office For Rent In Farmgate, East Raza Bazar Road.",1.1 Lakh,"Farmgate, Tejgaon, Dhaka",,,"1,500 sqft",Office,For Rent,30 March 2022,https://www.bproperty.com//en/property/details-4307990.html
"An Office Space Of 300 Sq. Ft Is Up For Rent Which Is Located In Uttara , Nearby Tanjimul Ummah Pre-Cadet Madrasa.",12 Thousand,"Sector 10, Uttara, Dhaka",,,300 sqft,Office,For Rent,15 July 2021,https://www.bproperty.com//en/property/details-2024954.html
"At Bijoy Nagar, 1600 Sq Ft Well Fitted Office Is Ready To Rent",1.09 Lakh,"Bijoy Nagar, Purana Paltan, Motijheel, Dhaka",,,"1,600 sqft",Office,For Rent,19 February 2023,https://www.bproperty.com//en/property/details-5555717.html
"Make This 1600 Sq Ft Rental Office Your Business Location, Which Is Located In Motijheel",1.09 Lakh,"Bijoy Nagar, Purana Paltan, Motijheel, Dhaka",,,"1,600 sqft",Office,For Rent,19 February 2023,https://www.bproperty.com//en/property/details-5555729.html
"Take This 1020 Sq Ft Rental Office In Motijheel, Bijoy Nagar",55 Thousand,"Bijoy Nagar, Purana Paltan, Motijheel, Dhaka",,,"1,020 sqft",Office,For Rent,19 February 2023,https://www.bproperty.com//en/property/details-5555705.html
In Karwan Bazar Near To Hasina Market See This Office Space Is Up For Rent.,3.36 Lakh,"Karwan Bazar, Tejgaon, Dhaka",,,"5,600 sqft",Office,For Rent,13 November 2021,https://www.bproperty.com//en/property/details-1931088.html
1700 Sq Ft Ready Commercial Office Space Is Up To Rent At Hathazari.,45 Thousand,"Hathazari, Chattogram",,,"1,700 sqft",Office,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5445537.html
"We Are Presenting This 3000 Sq Ft Office For Rent Which Is Located In Naya Paltan, Motijheel",2.1 Lakh,"Naya Paltan, Motijheel, Dhaka",,,"3,000 sqft",Office,For Rent,19 September 2023,https://www.bproperty.com//en/property/details-5539439.html
"Fully Fitted Office Space Of 5,600 Sq Ft Is Ready To Rent In Naya Paltan, Motijheel",3.92 Lakh,"Naya Paltan, Motijheel, Dhaka",,,"5,600 sqft",Office,For Rent,19 September 2023,https://www.bproperty.com//en/property/details-5539438.html
"We Are Presenting This 1000 Sq Ft Commercial Office For Rent Which Is Located In Section 12, Mirpur",30 Thousand,"Block A, Section 12, Mirpur, Dhaka",,,"1,000 sqft",Office,For Rent,21 September 2023,https://www.bproperty.com//en/property/details-5563727.html
A Modern Office Area Of 2871 Square Feet Is For Rent In Kakrail Road,1.44 Lakh,"Kakrail, Dhaka",,,"2,871 sqft",Office,For Rent,1 September 2022,https://www.bproperty.com//en/property/details-3782998.html
"Near Badda Thana, Office for rent in Badda",1.82 Lakh,"Shahjadpur, Badda, Dhaka",,,"2,600 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1986711.html
A Very Well Fitted 1394 Sq Ft Commercial Office Is Up For Rent In Motijheel,1.39 Lakh,"Motijheel, Dhaka",,,"1,394 sqft",Office,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-5198906.html
"This Smartly Priced office Which Is Up For Rent In Gulshan 1, That You Should Check.",2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-5446401.html
This Commercial Area Of 2600 Sq Ft Provides You A Vision For Your Company’s Dynamic Economic Growth In Banasree Main Road,1.5 Lakh,"Banasree, Dhaka",,,"2,600 sqft",Office,For Rent,18 August 2023,https://www.bproperty.com//en/property/details-5345540.html
"Best Location For Your Office, This 2700 Sq Ft Business Space Is Ready To Rent At Sector 14, Uttara",3.24 Lakh,"Sector 14, Uttara, Dhaka",,,"2,700 sqft",Office,For Rent,19 March 2023,https://www.bproperty.com//en/property/details-3479689.html
3000 Sq. ft Office Is Available For Rent In Gulshan 1 Which Is Tailored To Your Highest Standards,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-5446404.html
An Amazing Office Of 3000 Sq Ft Is Waiting To Be Rented In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-5446399.html
3000 Sq Ft Office For Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,11 June 2022,https://www.bproperty.com//en/property/details-5446406.html
"Checkout This 3800 Sq Ft Office Arena For Rent At Double Mooring, 24 No. North Agrabad Ward",3.8 Lakh,"Double Mooring, Chattogram",,,"3,800 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521065.html
Run Your Business Renting This 800 Sq Ft Commercial Space At 22 No. Enayet Bazaar Ward,35 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",,,800 sqft,Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5522737.html
Rent This 1700 Sq Ft Commercial Space In The Prominent Location Of 22 No. Enayet Bazaar Ward,60 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",,,"1,700 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-4995962.html
Start Your Business Operations In This 3500 Sq Ft Office For Rent At 11 No. South Kattali Ward,2.1 Lakh,"11 No. South Kattali Ward, Chattogram",,,"3,500 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5476469.html
View This 3800 Sq Ft Office Area For Rent At Double Mooring,1.9 Lakh,"Double Mooring, Chattogram",,,"3,800 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521064.html
Exclusive Commercial Property Of 3800 Sq Ft For Rent At 24 No North Agrabad Ward,3.8 Lakh,"Double Mooring, Chattogram",,,"3,800 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521063.html
This 2650 Sq Ft Commercial Space For Rent At Nasirabad Properties Residential Area .,42.2 Thousand,"Nasirabad Properties Residential Area, Khulshi, Chattogram",,,"2,650 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5479294.html
"1900 Sq Ft Office Area For Rent At Double Mooring, 24 No. North Agrabad Ward",1.9 Lakh,"Double Mooring, Chattogram",,,"1,900 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521066.html
2100 SQ FT Commercial Space is up for rent in Banasree,50 Thousand,"Block F, Banasree, Dhaka",,,"2,100 sqft",Office,For Rent,9 March 2023,https://www.bproperty.com//en/property/details-5480172.html
Work In 3000 Sq Ft Rental Office In Double Mooring,3 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5394164.html
"View This 9192 Sq Ft Spacious Office Space To Rent In Badda, Shahjadpur",7.35 Lakh,"Badda, Dhaka",,,"9,192 sqft",Office,For Rent,13 March 2023,https://www.bproperty.com//en/property/details-5282751.html
Take a Look at This 1100 Sq Ft Office to Rent in 36 Goshail Danga Ward,15 Thousand,Chattogram,,,"1,100 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5477152.html
Set Up Your New Office In The Location Of 15 No. Bagmoniram Ward Nearby Asian University For Women,60 Thousand,"15 No. Bagmoniram Ward, Chattogram",,,"1,450 sqft",Office,For Rent,4 October 2022,https://www.bproperty.com//en/property/details-1838656.html
This 1150 Sq Ft Commercial Space For Rent At South Khulshi,30 Thousand,"South Khulshi, Khulshi, Chattogram",,,"1,150 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-1830582.html
"834 Sq Ft Office Can Be Found In South Khulsi For Rent, Near Foy's Lake Jame Masjid",17 Thousand,"South Khulshi, Khulshi, Chattogram",,,834 sqft,Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1857167.html
Comfortable And Nicely Planned Office Space In Uttara For Rent Nearby Milestone School & College,70 Thousand,"Sector 4, Uttara, Dhaka",,,"2,200 sqft",Office,For Rent,8 October 2022,https://www.bproperty.com//en/property/details-1947326.html
A 4200 Sq. Ft Office For Rent In Double Mooring Near Damua Pukur Par Jame Masjid,2.52 Lakh,"Double Mooring, Chattogram",,,"4,200 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1896674.html
"Construct Your Office In This 4200 Sq Ft Commercial Space For Rent At 26 No North Halishahar Ward, Block G",2.31 Lakh,"Block G, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"4,200 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5529777.html
Visit This Office For Rent Covering An Area Of 900 Sq Ft In South Khulsi Nearby One Bank Limited,18 Thousand,"South Khulshi, Khulshi, Chattogram",,,900 sqft,Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1869423.html
Office Space For Rent Located In Uttara Near To Cardio Care Specialized & General Hospital.,4.5 Lakh,"Sector 12, Uttara, Dhaka",,,"3,000 sqft",Office,For Rent,26 December 2022,https://www.bproperty.com//en/property/details-1963722.html
This Suitable 2400 Sq Ft Office Is Waiting To Get Rented At Agargaon,1 Lakh,"Agargaon, Dhaka",,,"2,400 sqft",Office,For Rent,17 April 2023,https://www.bproperty.com//en/property/details-4874903.html
A Very Well Fitted 3000 Sq Ft Business Space Is Up For Rent In Double Mooring,2 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,3 May 2023,https://www.bproperty.com//en/property/details-5571995.html
"Spacious Office Space Of 7000 Sq Ft Is Waiting For Rent In 28 No. Pathantooly Ward, Double Mooring",4.5 Lakh,"Double Mooring, Chattogram",,,"7,000 sqft",Office,For Rent,3 May 2023,https://www.bproperty.com//en/property/details-5571996.html
"Remarkable Office Of 7000 Sq Ft Is Available For Rent In 28 No. Pathantooly Ward, Double Mooring",4.5 Lakh,"Double Mooring, Chattogram",,,"7,000 sqft",Office,For Rent,3 May 2023,https://www.bproperty.com//en/property/details-5571998.html
"Ample Office Of 3000 Sq Ft Is Waiting For Rent In 28 No. Pathantooly Ward, Double Mooring",2 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,3 May 2023,https://www.bproperty.com//en/property/details-5571997.html
"For Your Well-done Business, An Office Of 1835 Sq Ft Is For Rent In Paribagh",1 Lakh,"Paribagh, Dhaka",,,"1,835 sqft",Office,For Rent,28 June 2021,https://www.bproperty.com//en/property/details-5203684.html
A 7000 Sq Ft Commercial Space Is Available For Rent Which Is Located In 28 No. Pathantooly Ward,4.5 Lakh,"Double Mooring, Chattogram",,,"7,000 sqft",Office,For Rent,3 May 2023,https://www.bproperty.com//en/property/details-5572000.html
Set Up Your New Office To Rent In The Location Of Mymensingh Lane.,1 Lakh,"Paribagh, Dhaka",,,"1,835 sqft",Office,For Rent,28 June 2021,https://www.bproperty.com//en/property/details-5203686.html
Remarkable Commercial Office Is Available For Rent In Paribagh.,1 Lakh,"Paribagh, Dhaka",,,"1,835 sqft",Office,For Rent,28 June 2021,https://www.bproperty.com//en/property/details-5203685.html
Rent This Commercial Office In Mehidibag With Satisfactory Price.,25 Thousand,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",,,"1,150 sqft",Office,For Rent,27 October 2021,https://www.bproperty.com//en/property/details-4876601.html
"A 750 Sq Ft Commercial Space Is Available For Rent Which Is Located In Nasirabad Housing Society, Muradpur",34 Thousand,"Nasirabad Housing Society, Muradpur, Chattogram",,,750 sqft,Office,For Rent,28 May 2023,https://www.bproperty.com//en/property/details-5523770.html
"Grab This 475 Sq Ft Office Space For Rent In Mirpur-6, Block A",20 Thousand,"Block A, Section 6, Mirpur, Dhaka",,,475 sqft,Office,For Rent,3 January 2023,https://www.bproperty.com//en/property/details-3679834.html
2100 Sq Ft Commercial Arena Is Up For Rent At Dhaka Trunk Road,1.05 Lakh,"9 No. North Pahartali Ward, Chattogram",,,"2,100 sqft",Office,For Rent,31 March 2021,https://www.bproperty.com//en/property/details-4940851.html
Properly-constructed 9000 Sq Ft Office Is Now Offering To You In 15 No. Bagmoniram Ward For Rent,8 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"9,000 sqft",Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5534278.html
3700 Sq Ft Office Space For Rent In Double Mooring,1.48 Lakh,"Double Mooring, Chattogram",,,"3,700 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5022659.html
1715 Sq Ft Comfy Office Is For Rent In Motijheel With Satisfactory Price.,85.75 Thousand,"Motijheel, Dhaka",,,"1,715 sqft",Office,For Rent,16 March 2021,https://www.bproperty.com//en/property/details-3830584.html
"Set Example By Amplifying The Office And Bringing Success To Your Corporate Entity, By Renting This 2339 Sq Ft Space",1.4 Lakh,"Double Mooring, Chattogram",,,"2,339 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5394143.html
"Wonderful Commercial Space Of 3000 Sq Ft Is Available For Rent In 28 No. Pathantooly Ward, Double Mooring",2 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,3 May 2023,https://www.bproperty.com//en/property/details-5571999.html
"Make This 9000 Sq Ft Rental Office Your Business Location, Which Is Located In 15 No. Bagmoniram Ward, Bayazid Bostami Road",8 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"9,000 sqft",Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5534285.html
10000 Sq Ft Huge Office Space Is Ready For Rent In Banani,8 Lakh,"Banani, Dhaka",,,"10,000 sqft",Office,For Rent,20 December 2022,https://www.bproperty.com//en/property/details-5532949.html
1500 Sq Ft Modern Commercial Arena Is For Rent In Shegunbagicha Road,90 Thousand,"Shegunbagicha, Dhaka",,,"1,500 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-5470581.html
Take A Look At This 9000 Sq Ft Office To Rent In 15 No. Bagmoniram Ward,8 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"9,000 sqft",Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5534284.html
Enhance Your Business Renting This 4500 Sq Ft Open Floor In Mirpur Dohs,1.5 Lakh,"Mirpur DOHS, Mirpur, Dhaka",,,"4,500 sqft",Office,For Rent,7 September 2023,https://www.bproperty.com//en/property/details-3166660.html
"View This 2515 Sq Ft Office For Rent At Commerce College Road, Double Mooring",1.51 Lakh,"Double Mooring, Chattogram",,,"2,515 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5394130.html
Work In 3000 Sq Ft Rental Office In Double Mooring,1.8 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-3431904.html
"At 15 No. Bagmoniram Ward, 9000 Sq Ft Commercial Space Is Ready To Rent",7 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"9,000 sqft",Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5534281.html
A Modern Well-planned Office Of 1600 Sq Ft Is Up For Rent Is Situated In Natun Bazar,35 Thousand,"Natun Bazar, Badda, Dhaka",,,"1,600 sqft",Office,For Rent,8 August 2023,https://www.bproperty.com//en/property/details-5184180.html
Commercial Area Of 1500 Sq Ft Is Up For Rent In Shegunbagicha,90 Thousand,"Shegunbagicha, Dhaka",,,"1,500 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-5470585.html
"Visit This 600 Square Feet Office For Rent In Mirpur, Pirerbag",16 Thousand,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",,,600 sqft,Office,For Rent,15 June 2023,https://www.bproperty.com//en/property/details-5493368.html
3550 Square Feet Office Space For The Rent,4.5 Lakh,"Tejgaon, Dhaka",,,"3,550 sqft",Office,For Rent,31 October 2021,https://www.bproperty.com//en/property/details-1926109.html
"This 14400 Sq Ft Commercial Full Building Is Up For Rent In A Most Demanded Location Of Sector 10, Uttara",6 Lakh,"Sector 10, Uttara, Dhaka",,,"14,400 sqft",Office,For Rent,29 March 2023,https://www.bproperty.com//en/property/details-5564101.html
9000 Sq Ft Quality Office Is For Rent In 15 No. Bagmoniram Ward,7 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"9,000 sqft",Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5534279.html
"Use This 9000 Sq Ft Rental Property As Your Office, Located At 15 No. Bagmoniram Ward",7 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"9,000 sqft",Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5534280.html
A 1800 Square Feet Large Commercial Space Ready For Rent At Uttara -7,60 Thousand,"Sector 7, Uttara, Dhaka",,,"1,800 sqft",Office,For Rent,20 March 2023,https://www.bproperty.com//en/property/details-3866121.html
For Your Well-done Business An Commercial Office Of 4000 Sq Ft Is Ready For Rent In Dhanmondi,6 Lakh,"Dhanmondi, Dhaka",,,"4,000 sqft",Office,For Rent,20 March 2023,https://www.bproperty.com//en/property/details-4321405.html
This Commercial Office Space Of 1450 Sq Ft Is Available For Rent In Elephant Road,55 Thousand,"New Market, Dhaka",,,"1,450 sqft",Office,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-5362757.html
"A 1800 Square Feet Large Commercial Office For Rent At Noya Bazar Road, 25 No. Rampur Ward.",54 Thousand,"25 No. Rampur Ward, Double Mooring, Chattogram",,,"1,800 sqft",Office,For Rent,7 November 2021,https://www.bproperty.com//en/property/details-5055097.html
"This Spacious Office Space Of 1800 Sq Ft Is Waiting For Rent In Uttara, Sector 7",55 Thousand,"Sector 7, Uttara, Dhaka",,,"1,800 sqft",Office,For Rent,23 March 2023,https://www.bproperty.com//en/property/details-3866122.html
Very Next To Al-Arafah Islami Bank At 11 No. South Kattali Ward This 1400 Square Feet Commercial Office For Rent,56 Thousand,"11 No. South Kattali Ward, Chattogram",,,"1,400 sqft",Office,For Rent,23 April 2022,https://www.bproperty.com//en/property/details-5334793.html
View This 1500 Sq Ft Commercial Space For Rent In The Thriving Placement Of Shegunbagicha,90 Thousand,"Shegunbagicha, Dhaka",,,"1,500 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-5470584.html
"Make This 7900 Sq Ft Rental Office Your Business Location, Which Is Located In Tejgaon",7.11 Lakh,"Tejgaon, Dhaka",,,"7,900 sqft",Office,For Rent,20 September 2022,https://www.bproperty.com//en/property/details-5522116.html
We Are Offering You This 4200 Square Feet Office Ready To Rent In Mirpur-12,4.3 Lakh,"Block A, Section 12, Mirpur, Dhaka",,,"4,200 sqft",Office,For Rent,2 October 2022,https://www.bproperty.com//en/property/details-4623676.html
Property In Mirpur – 2000 Sq Ft Office For Rent,1 Lakh,"Block A, Section 11, Mirpur, Dhaka",,,"2,000 sqft",Office,For Rent,3 October 2022,https://www.bproperty.com//en/property/details-5524948.html
"6000 Square Feet Office Space Is For Rent In Agargaon, Begum Rokeya Avenue",3 Lakh,"Agargaon, Dhaka",,,"6,000 sqft",Office,For Rent,7 June 2023,https://www.bproperty.com//en/property/details-5581328.html
"Vacant For Rent In Sujat Nagar, A 1770 Sq. Ft. Well Defined Office",1.2 Lakh,"Sujat Nagar, Pallabi, Mirpur, Dhaka",,,"1,770 sqft",Office,For Rent,12 October 2022,https://www.bproperty.com//en/property/details-5526653.html
"View This 6000 Square Feet Office Space For Rent In Agargaon, Begum Rokeya Avenue",3.6 Lakh,"Agargaon, Dhaka",,,"6,000 sqft",Office,For Rent,7 June 2023,https://www.bproperty.com//en/property/details-5581327.html
Wonderfully Decorated 3000 Sq Ft Commercial Property Is Here For Rent At Nikunja 1 Close To Rajuk Trade Center,1.2 Lakh,"Nikunja 1, Nikunja, Dhaka",,,"3,000 sqft",Office,For Rent,20 June 2023,https://www.bproperty.com//en/property/details-1686650.html
"An Excellent Office Is Vacant Right Now For Rental Purpose At Banani, Which Is 2594 Sq Ft",2.85 Lakh,"Banani, Dhaka",,,"2,594 sqft",Office,For Rent,18 May 2023,https://www.bproperty.com//en/property/details-4791216.html
1800 SQ FT Commercial Office for Rent in Halishahar,70 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,800 sqft",Office,For Rent,5 September 2021,https://www.bproperty.com//en/property/details-5198168.html
4500 Sq Ft Office Space For Rent In Mohakhali,3.83 Lakh,"Mohakhali, Dhaka",,,"4,500 sqft",Office,For Rent,22 February 2021,https://www.bproperty.com//en/property/details-5141310.html
Get This Well Defined 2900 Sq Ft Office For Rent In Uttara Sector 7.,80 Thousand,"Sector 7, Uttara, Dhaka",,,"2,900 sqft",Office,For Rent,28 April 2021,https://www.bproperty.com//en/property/details-3335823.html
Take a Look at This 7900 Sq Ft Office to Rent in Tejgaon,7.11 Lakh,"Tejgaon, Dhaka",,,"7,900 sqft",Office,For Rent,20 September 2022,https://www.bproperty.com//en/property/details-5522115.html
"This 2000 Sq Ft Commercial Office Space Will Be A Great Option For You To Boost Up Your Business At Commerce College Road, Double Mooring",2 Lakh,"Double Mooring, Chattogram",,,"2,000 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5391223.html
2500 Sq Ft Vacant Commercial Space For Rent In Motijheel,2.5 Lakh,"Motijheel, Dhaka",,,"2,500 sqft",Office,For Rent,20 March 2023,https://www.bproperty.com//en/property/details-5296019.html
View This 2500 Sq Ft Office For Rent In Motijheel,2.5 Lakh,"Motijheel, Dhaka",,,"2,500 sqft",Office,For Rent,20 March 2023,https://www.bproperty.com//en/property/details-5296021.html
Make This 665 Sq Ft Rental Office Which Is Located In Double Mooring,28 Thousand,"Double Mooring, Chattogram",,,665 sqft,Office,For Rent,25 October 2021,https://www.bproperty.com//en/property/details-5388294.html
You’re At The Right Place When You’re Here – 3434 Sq Ft Office For Rent In Bashundhara R-a,4.64 Lakh,"Bashundhara R-A, Dhaka",,,"3,434 sqft",Office,For Rent,11 June 2023,https://www.bproperty.com//en/property/details-5540625.html
Fully Fitted Office Space Of 2108 Sq Ft Is Ready To Rent In Motijheel,1.69 Lakh,"Motijheel, Dhaka",,,"2,108 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-4214539.html
1400 Sq Ft Office Is Up For Rent At Port Connecting Road,56 Thousand,"11 No. South Kattali Ward, Chattogram",,,"1,400 sqft",Office,For Rent,23 April 2022,https://www.bproperty.com//en/property/details-5334794.html
"Office Space Of 555 Sq Ft Is Vacant For Rent In Commerce College Road, Double Mooring",23.5 Thousand,"Double Mooring, Chattogram",,,555 sqft,Office,For Rent,25 October 2021,https://www.bproperty.com//en/property/details-5388295.html
"2500 Sq Ft Office Arena For Rent In Motijheel, Shahid Syed Nazrul Islam Sharani",2.5 Lakh,"Motijheel, Dhaka",,,"2,500 sqft",Office,For Rent,20 March 2023,https://www.bproperty.com//en/property/details-5296023.html
"Get The Commercial Benefits In This 1000 Sq Ft Commercial Space, Up For Rent At Double Mooring",1 Lakh,"Double Mooring, Chattogram",,,"1,000 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5391211.html
2000 Square Feet Office For Rent At Double Mooring,2 Lakh,"Double Mooring, Chattogram",,,"2,000 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5391213.html
2500 Sq Ft Huge Commercial Space For Rent In West Rampura,1.63 Lakh,"West Rampura, Rampura, Dhaka",,,"2,500 sqft",Office,For Rent,28 July 2022,https://www.bproperty.com//en/property/details-5503319.html
"Available For Rental Purpose, This 2400 Sq. Ft. Office In Mohammadpur",1 Lakh,"Mohammadi Housing LTD., Mohammadpur, Dhaka",,,"2,400 sqft",Office,For Rent,28 November 2022,https://www.bproperty.com//en/property/details-4552238.html
"Make This 100 Sq Ft Rental Office Your Business Location, Which Is Located In Pirerbag",13 Thousand,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",,,100 sqft,Office,For Rent,21 June 2023,https://www.bproperty.com//en/property/details-5376798.html
"Office Space Of 1606 Sq Ft Is Ready For Rent In Commerce College Road, Double Mooring",96.36 Thousand,"Double Mooring, Chattogram",,,"1,606 sqft",Office,For Rent,26 October 2021,https://www.bproperty.com//en/property/details-4912076.html
Deal With Your Business In 800 Sq Ft Office With A Convenient Price To Rent In 32 No. Andarkilla Ward,35 Thousand,"Terry Bazar, 32 No. Andarkilla Ward, Chattogram",,,800 sqft,Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5539155.html
This 3450 Sq Ft Commercial Space Is Ready For Rent At Jamal Khan,1.73 Lakh,"Jamal Khan, Chattogram",,,"3,450 sqft",Office,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5539742.html
A 2750 Sq. Ft Business Space Is Up For Rent In The Location Of Aftab Nagar,1.65 Lakh,"Block C, Aftab Nagar, Dhaka",,,"2,750 sqft",Office,For Rent,8 January 2022,https://www.bproperty.com//en/property/details-4736119.html
"2500 Sq Ft Office Space For Rent In Mohakhali, Bir Uttam Ak Khandakar Road",1.88 Lakh,"Mohakhali, Dhaka",,,"2,500 sqft",Office,For Rent,28 September 2021,https://www.bproperty.com//en/property/details-4032831.html
1250 Square Feet Modern Office Space For Rent At South Banasree Project,27 Thousand,"Block K, South Banasree Project, Banasree, Dhaka",,,"1,250 sqft",Office,For Rent,11 April 2022,https://www.bproperty.com//en/property/details-5292216.html
Commercial Office Ready To Rent In Double Mooring Nearby Dutch-bangla Bank Limited,38 Thousand,"Double Mooring, Chattogram",,,750 sqft,Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-1887724.html
"800 Sq Ft Commercial Space For Rent In Mohammadpur, Nurjahan Road",64 Thousand,"Mohammadpur, Dhaka",,,800 sqft,Office,For Rent,9 March 2023,https://www.bproperty.com//en/property/details-3800357.html
1000 Sq Ft Ready Commercial Office Is To Rent At Baluchara Near To Mahajonpara Kali Bari,25 Thousand,"Baluchara, Bayazid, Chattogram",,,"1,000 sqft",Office,For Rent,18 September 2022,https://www.bproperty.com//en/property/details-4859272.html
We Are Presenting This 2000 Sq Ft Office For Rent Which Is Located In Double Mooring,2 Lakh,"Double Mooring, Chattogram",,,"2,000 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5391215.html
See This 4006 Sq Ft Vacant Commercial Space Up For Rent In Uttara Near Uttara University,4.81 Lakh,"Sector 6, Uttara, Dhaka",,,"4,006 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-2004542.html
2100 Sq Ft Commercial Space Is For Rent In A Thriving Settlement Of Wari,2.1 Lakh,"Wari, Sutrapur, Dhaka",,,"2,100 sqft",Office,For Rent,16 March 2022,https://www.bproperty.com//en/property/details-4802572.html
Plan Your Business In This 3790 Square Feet Commercial Space Ready For Rent In Dhanmondi,4.93 Lakh,"Dhanmondi, Dhaka",,,"3,790 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-3180864.html
4300 Sq Ft Commercial Arena Is Available For Rent In Mirpur-7,2 Lakh,"Section 7, Mirpur, Dhaka",,,"4,300 sqft",Office,For Rent,28 February 2023,https://www.bproperty.com//en/property/details-4073650.html
Visit This 4183 Sq Ft Rental Office In Banglamotors,4.18 Lakh,"Banglamotors, Dhaka",,,"4,183 sqft",Office,For Rent,7 November 2022,https://www.bproperty.com//en/property/details-3503805.html
